#RRR|Lz25|Lz50|Lz75|Lzmean|
6.485737292e+05|3.588361820e+25|7.329795503e+25|9.196306449e+25|6.380007604e+25|6.380007604e+27
6.499514169e+05|4.369213986e+25|7.471291721e+25|9.340842953e+25|6.521341926e+25|6.521341926e+27
6.512167981e+05|4.027465061e+25|6.798373811e+25|9.114248346e+25|6.279137796e+25|6.279137796e+27
6.524364501e+05|4.989568016e+25|8.317876954e+25|9.673546045e+25|7.098704143e+25|7.098704143e+27
6.537162779e+05|4.674696233e+25|7.278557600e+25|9.305020878e+25|6.674962934e+25|6.674962934e+27
6.550867348e+05|4.880015152e+25|7.951747607e+25|9.743957785e+25|6.898788336e+25|6.898788336e+27
6.563018464e+05|4.053689242e+25|7.174316694e+25|9.233423394e+25|6.524419297e+25|6.524419297e+27
6.573956485e+05|5.173839377e+25|7.748708674e+25|9.482509135e+25|6.909211107e+25|6.909211107e+27
6.585660356e+05|3.214313864e+25|7.631107491e+25|9.503485653e+25|6.560201466e+25|6.560201466e+27
6.596998025e+05|4.630935307e+25|7.562588186e+25|9.489965121e+25|6.906514763e+25|6.906514763e+27
6.607884628e+05|4.496612805e+25|7.843068786e+25|9.677634468e+25|6.909295168e+25|6.909295168e+27
6.619373189e+05|5.281414142e+25|7.600222731e+25|9.739289107e+25|6.963173100e+25|6.963173100e+27
6.633843361e+05|5.433418290e+25|8.414436704e+25|9.637527186e+25|7.507274563e+25|7.507274563e+27
6.645312462e+05|5.199028202e+25|8.081051173e+25|9.839033457e+25|7.257482654e+25|7.257482654e+27
6.657587992e+05|5.152059911e+25|8.378042363e+25|9.901182105e+25|7.133320044e+25|7.133320044e+27
6.668383962e+05|5.058095349e+25|8.433176947e+25|9.744133328e+25|7.396779176e+25|7.396779176e+27
6.679783815e+05|5.338143936e+25|7.441106635e+25|9.642345274e+25|7.017984067e+25|7.017984067e+27
6.691804403e+05|3.830079035e+25|7.052785673e+25|9.615830711e+25|6.590470851e+25|6.590470851e+27
6.705942105e+05|4.243589593e+25|7.802112364e+25|9.819806134e+25|6.887041496e+25|6.887041496e+27
6.717809966e+05|4.338877561e+25|7.743441046e+25|1.007013401e+26|6.931619319e+25|6.931619319e+27
6.730731587e+05|5.113572443e+25|8.810686671e+25|1.027731087e+26|7.595517906e+25|7.595517906e+27
6.743096841e+05|4.857332863e+25|7.426612723e+25|9.343283027e+25|7.003049298e+25|7.003049298e+27
6.754641205e+05|5.173999752e+25|8.634719339e+25|1.026480005e+26|7.584688744e+25|7.584688744e+27
6.764779186e+05|4.080034304e+25|7.719324921e+25|9.861670057e+25|6.972451301e+25|6.972451301e+27
6.777814405e+05|5.062342043e+25|8.839363396e+25|1.035259010e+26|7.500414786e+25|7.500414786e+27
6.789966852e+05|5.019915993e+25|8.516012736e+25|1.019043713e+26|7.275639519e+25|7.275639519e+27
6.800959431e+05|5.203492282e+25|8.099833029e+25|1.022264400e+26|7.382361097e+25|7.382361097e+27
6.813130516e+05|5.032836108e+25|8.252801603e+25|1.017694553e+26|7.281936363e+25|7.281936363e+27
6.825322542e+05|5.313860404e+25|8.489360270e+25|1.036927656e+26|7.510434866e+25|7.510434866e+27
6.837683719e+05|4.417048283e+25|8.487666275e+25|1.028847198e+26|7.378207704e+25|7.378207704e+27
6.848890378e+05|4.871270563e+25|8.201931434e+25|1.061083244e+26|7.484207435e+25|7.484207435e+27
6.861796891e+05|4.191509825e+25|7.897765912e+25|1.015940714e+26|7.103962354e+25|7.103962354e+27
6.873595413e+05|4.835229249e+25|8.220996869e+25|1.061503350e+26|7.509215985e+25|7.509215985e+27
6.885777581e+05|4.124515672e+25|8.648362978e+25|1.051416024e+26|7.296757067e+25|7.296757067e+27
6.898140001e+05|5.071077406e+25|8.876164227e+25|1.035085241e+26|7.730776248e+25|7.730776248e+27
6.910055563e+05|3.817053334e+25|7.272872864e+25|1.054117155e+26|6.840793195e+25|6.840793195e+27
6.919958675e+05|4.560088842e+25|7.586724552e+25|1.054271181e+26|7.227953172e+25|7.227953172e+27
6.931077702e+05|4.842504998e+25|8.325232325e+25|1.053878620e+26|7.472085999e+25|7.472085999e+27
6.941521752e+05|4.502597429e+25|8.666902001e+25|1.051649099e+26|7.481532786e+25|7.481532786e+27
6.951839507e+05|5.458460876e+25|8.941529747e+25|1.078340451e+26|7.734128220e+25|7.734128220e+27
6.961966725e+05|6.300912490e+25|8.662423739e+25|1.065100147e+26|8.131367268e+25|8.131367268e+27
6.973188496e+05|5.490245462e+25|8.076155692e+25|1.050260438e+26|7.654894912e+25|7.654894912e+27
