#radius[cm] density[g/cm^3] temperature[K] pressure[dyne/cm^2] sp.energy[erg/g] sp.entropy[erg/g/K] menclosed[g] matID
2.36416000e+07 1.13330668e+01 5.17662440e+03 2.43387635e+12 6.03676593e+10 1.82407930e+07 6.34895765e+23 402
2.38263000e+07 1.13329028e+01 5.17651942e+03 2.43372011e+12 6.03645421e+10 1.82407930e+07 6.49828434e+23 402
2.40110000e+07 1.13327374e+01 5.17641363e+03 2.43356265e+12 6.03614007e+10 1.82407930e+07 6.64993294e+23 402
2.41957000e+07 1.13325707e+01 5.17630701e+03 2.43340396e+12 6.03582348e+10 1.82407930e+07 6.80392133e+23 402
2.43804000e+07 1.13324028e+01 5.17619958e+03 2.43324406e+12 6.03550446e+10 1.82407930e+07 6.96026735e+23 402
2.45651000e+07 1.13322336e+01 5.17609132e+03 2.43308293e+12 6.03518300e+10 1.82407930e+07 7.11898888e+23 402
2.47498000e+07 1.13320631e+01 5.17598224e+03 2.43292058e+12 6.03485910e+10 1.82407930e+07 7.28010376e+23 402
2.49345000e+07 1.13318913e+01 5.17587234e+03 2.43275701e+12 6.03453277e+10 1.82407930e+07 7.44362986e+23 402
2.51192000e+07 1.13317182e+01 5.17576162e+03 2.43259222e+12 6.03420400e+10 1.82407930e+07 7.60958502e+23 402
2.53039000e+07 1.13315439e+01 5.17565008e+03 2.43242621e+12 6.03387279e+10 1.82407930e+07 7.77798710e+23 402
2.54886000e+07 1.13313682e+01 5.17553772e+03 2.43225897e+12 6.03353915e+10 1.82407930e+07 7.94885395e+23 402
2.56733000e+07 1.13311913e+01 5.17542454e+03 2.43209052e+12 6.03320307e+10 1.82407930e+07 8.12220342e+23 402
2.58580000e+07 1.13310131e+01 5.17531054e+03 2.43192085e+12 6.03286456e+10 1.82407930e+07 8.29805334e+23 402
2.60427000e+07 1.13308337e+01 5.17519572e+03 2.43174995e+12 6.03252361e+10 1.82407930e+07 8.47642158e+23 402
2.62274000e+07 1.13306529e+01 5.17508008e+03 2.43157783e+12 6.03218023e+10 1.82407930e+07 8.65732597e+23 402
2.64121000e+07 1.13304709e+01 5.17496362e+03 2.43140450e+12 6.03183441e+10 1.82407930e+07 8.84078435e+23 402
2.65968000e+07 1.13302875e+01 5.17484634e+03 2.43122994e+12 6.03148616e+10 1.82407930e+07 9.02681457e+23 402
2.67815000e+07 1.13301029e+01 5.17472824e+03 2.43105416e+12 6.03113547e+10 1.82407930e+07 9.21543446e+23 402
2.69662000e+07 1.13299170e+01 5.17460932e+03 2.43087716e+12 6.03078234e+10 1.82407930e+07 9.40666186e+23 402
2.71509000e+07 1.13297299e+01 5.17448958e+03 2.43069894e+12 6.03042679e+10 1.82407930e+07 9.60051460e+23 402
2.73356000e+07 1.13295414e+01 5.17436902e+03 2.43051951e+12 6.03006880e+10 1.82407930e+07 9.79701052e+23 402
2.75203000e+07 1.13293517e+01 5.17424764e+03 2.43033885e+12 6.02970837e+10 1.82407930e+07 9.99616745e+23 402
2.77050000e+07 1.13291607e+01 5.17412544e+03 2.43015697e+12 6.02934551e+10 1.82407930e+07 1.01980032e+24 402
2.78897000e+07 1.13289684e+01 5.17400242e+03 2.42997387e+12 6.02898022e+10 1.82407930e+07 1.04025356e+24 402
2.80744000e+07 1.13287748e+01 5.17387858e+03 2.42978955e+12 6.02861249e+10 1.82407930e+07 1.06097826e+24 402
2.82591000e+07 1.13285800e+01 5.17375392e+03 2.42960402e+12 6.02824233e+10 1.82407930e+07 1.08197618e+24 402
2.84438000e+07 1.13283830e+01 5.17362786e+03 2.42941726e+12 6.02786959e+10 1.82407930e+07 1.10324912e+24 402
2.86285000e+07 1.13281841e+01 5.17350056e+03 2.42922928e+12 6.02749432e+10 1.82407930e+07 1.12479885e+24 402
2.88132000e+07 1.13279839e+01 5.17337244e+03 2.42904009e+12 6.02711661e+10 1.82407930e+07 1.14662716e+24 402
2.89979000e+07 1.13277825e+01 5.17324349e+03 2.42884967e+12 6.02673647e+10 1.82407930e+07 1.16873582e+24 402
2.91826000e+07 1.13275797e+01 5.17311372e+03 2.42865804e+12 6.02635389e+10 1.82407930e+07 1.19112662e+24 402
2.93673000e+07 1.13273757e+01 5.17298312e+03 2.42846519e+12 6.02596888e+10 1.82407930e+07 1.21380134e+24 402
2.95520000e+07 1.13271704e+01 5.17285170e+03 2.42827112e+12 6.02558143e+10 1.82407930e+07 1.23676176e+24 402
2.97367000e+07 1.13269637e+01 5.17271945e+03 2.42807583e+12 6.02519156e+10 1.82407930e+07 1.26000966e+24 402
2.99214000e+07 1.13267558e+01 5.17258638e+03 2.42787932e+12 6.02479925e+10 1.82407930e+07 1.28354682e+24 402
3.01061000e+07 1.13265467e+01 5.17245248e+03 2.42768159e+12 6.02440451e+10 1.82407930e+07 1.30737502e+24 402
3.02908000e+07 1.13263362e+01 5.17231775e+03 2.42748265e+12 6.02400733e+10 1.82407930e+07 1.33149605e+24 402
3.04755000e+07 1.13261244e+01 5.17218220e+03 2.42728248e+12 6.02360772e+10 1.82407930e+07 1.35591168e+24 402
3.06602000e+07 1.13259113e+01 5.17204583e+03 2.42708110e+12 6.02320568e+10 1.82407930e+07 1.38062369e+24 402
3.08449000e+07 1.13256970e+01 5.17190863e+03 2.42687850e+12 6.02280121e+10 1.82407930e+07 1.40563386e+24 402
3.10296000e+07 1.13254814e+01 5.17177060e+03 2.42667468e+12 6.02239431e+10 1.82407930e+07 1.43094397e+24 402
3.12143000e+07 1.13252644e+01 5.17163176e+03 2.42646964e+12 6.02198498e+10 1.82407930e+07 1.45655580e+24 402
3.13990000e+07 1.13250462e+01 5.17149208e+03 2.42626339e+12 6.02157321e+10 1.82407930e+07 1.48247113e+24 402
3.15837000e+07 1.13248267e+01 5.17135158e+03 2.42605592e+12 6.02115902e+10 1.82407930e+07 1.50869174e+24 402
3.17684000e+07 1.13246059e+01 5.17121026e+03 2.42584723e+12 6.02074239e+10 1.82407930e+07 1.53521940e+24 402
3.19531000e+07 1.13243838e+01 5.17106811e+03 2.42563732e+12 6.02032333e+10 1.82407930e+07 1.56205590e+24 402
3.21378000e+07 1.13241605e+01 5.17092514e+03 2.42542620e+12 6.01990185e+10 1.82407930e+07 1.58920301e+24 402
3.23225000e+07 1.13239358e+01 5.17078135e+03 2.42521386e+12 6.01947793e+10 1.82407930e+07 1.61666251e+24 402
3.25072000e+07 1.13237099e+01 5.17063673e+03 2.42500030e+12 6.01905158e+10 1.82407930e+07 1.64443618e+24 402
