#radius[cm] density[g/cm^3] temperature[K] pressure[dyne/cm^2] sp.energy[erg/g] sp.entropy[erg/g/K] menclosed[g] matID
8.11200000e+06 6.62712279e+00 2.43441360e+03 7.79690842e+10 1.68812838e+10 1.94283669e+07 1.49628598e+22 402
8.16400000e+06 6.62709743e+00 2.43439298e+03 7.79639241e+10 1.68812395e+10 1.94283669e+07 1.52514917e+22 402
8.21600000e+06 6.62707190e+00 2.43437223e+03 7.79587307e+10 1.68811950e+10 1.94283669e+07 1.55438109e+22 402
8.26800000e+06 6.62704621e+00 2.43435135e+03 7.79535043e+10 1.68811502e+10 1.94283669e+07 1.58398410e+22 402
8.32000000e+06 6.62702036e+00 2.43433034e+03 7.79482447e+10 1.68811051e+10 1.94283669e+07 1.61396053e+22 402
8.37200000e+06 6.62699434e+00 2.43430920e+03 7.79429519e+10 1.68810598e+10 1.94283669e+07 1.64431271e+22 402
8.42400000e+06 6.62696817e+00 2.43428792e+03 7.79376260e+10 1.68810141e+10 1.94283669e+07 1.67504299e+22 402
8.47600000e+06 6.62694182e+00 2.43426651e+03 7.79322670e+10 1.68809682e+10 1.94283669e+07 1.70615371e+22 402
8.52800000e+06 6.62691532e+00 2.43424497e+03 7.79268748e+10 1.68809219e+10 1.94283669e+07 1.73764719e+22 402
8.58000000e+06 6.62688865e+00 2.43422330e+03 7.79214494e+10 1.68808754e+10 1.94283669e+07 1.76952579e+22 402
8.63200000e+06 6.62686182e+00 2.43420149e+03 7.79159909e+10 1.68808286e+10 1.94283669e+07 1.80179184e+22 402
8.68400000e+06 6.62683483e+00 2.43417955e+03 7.79104993e+10 1.68807816e+10 1.94283669e+07 1.83444767e+22 402
8.73600000e+06 6.62680767e+00 2.43415748e+03 7.79049745e+10 1.68807342e+10 1.94283669e+07 1.86749562e+22 402
8.78800000e+06 6.62678035e+00 2.43413528e+03 7.78994166e+10 1.68806865e+10 1.94283669e+07 1.90093804e+22 402
8.84000000e+06 6.62675287e+00 2.43411294e+03 7.78938255e+10 1.68806386e+10 1.94283669e+07 1.93477726e+22 402
8.89200000e+06 6.62672523e+00 2.43409047e+03 7.78882013e+10 1.68805904e+10 1.94283669e+07 1.96901561e+22 402
8.94400000e+06 6.62669742e+00 2.43406787e+03 7.78825439e+10 1.68805419e+10 1.94283669e+07 2.00365544e+22 402
8.99600000e+06 6.62666945e+00 2.43404514e+03 7.78768534e+10 1.68804931e+10 1.94283669e+07 2.03869909e+22 402
9.04800000e+06 6.62664132e+00 2.43402227e+03 7.78711298e+10 1.68804441e+10 1.94283669e+07 2.07414888e+22 402
9.10000000e+06 6.62661302e+00 2.43399927e+03 7.78653730e+10 1.68803947e+10 1.94283669e+07 2.11000716e+22 402
9.15200000e+06 6.62658456e+00 2.43397614e+03 7.78595831e+10 1.68803451e+10 1.94283669e+07 2.14627627e+22 402
9.20400000e+06 6.62655594e+00 2.43395288e+03 7.78537600e+10 1.68802952e+10 1.94283669e+07 2.18295853e+22 402
9.25600000e+06 6.62652715e+00 2.43392949e+03 7.78479038e+10 1.68802450e+10 1.94283669e+07 2.22005630e+22 402
9.30800000e+06 6.62649821e+00 2.43390596e+03 7.78420145e+10 1.68801945e+10 1.94283669e+07 2.25757190e+22 402
9.36000000e+06 6.62646909e+00 2.43388230e+03 7.78360920e+10 1.68801437e+10 1.94283669e+07 2.29550768e+22 402
9.41200000e+06 6.62643982e+00 2.43385851e+03 7.78301364e+10 1.68800927e+10 1.94283669e+07 2.33386597e+22 402
9.46400000e+06 6.62641038e+00 2.43383458e+03 7.78241476e+10 1.68800413e+10 1.94283669e+07 2.37264911e+22 402
9.51600000e+06 6.62638078e+00 2.43381052e+03 7.78181258e+10 1.68799897e+10 1.94283669e+07 2.41185943e+22 402
9.56800000e+06 6.62635102e+00 2.43378633e+03 7.78120707e+10 1.68799378e+10 1.94283669e+07 2.45149927e+22 402
9.62000000e+06 6.62632110e+00 2.43376201e+03 7.78059826e+10 1.68798856e+10 1.94283669e+07 2.49157097e+22 402
9.67200000e+06 6.62629101e+00 2.43373756e+03 7.77998613e+10 1.68798331e+10 1.94283669e+07 2.53207687e+22 402
9.72400000e+06 6.62626076e+00 2.43371297e+03 7.77937069e+10 1.68797804e+10 1.94283669e+07 2.57301930e+22 402
9.77600000e+06 6.62623034e+00 2.43368825e+03 7.77875194e+10 1.68797273e+10 1.94283669e+07 2.61440060e+22 402
9.82800000e+06 6.62619977e+00 2.43366340e+03 7.77812987e+10 1.68796740e+10 1.94283669e+07 2.65622310e+22 402
9.88000000e+06 6.62616903e+00 2.43363842e+03 7.77750449e+10 1.68796204e+10 1.94283669e+07 2.69848915e+22 402
9.93200000e+06 6.62613813e+00 2.43361330e+03 7.77687579e+10 1.68795665e+10 1.94283669e+07 2.74120107e+22 402
9.98400000e+06 6.62610706e+00 2.43358805e+03 7.77624379e+10 1.68795123e+10 1.94283669e+07 2.78436121e+22 402
1.00360000e+07 6.62607583e+00 2.43356267e+03 7.77560847e+10 1.68794578e+10 1.94283669e+07 2.82797190e+22 402
1.00880000e+07 6.62604444e+00 2.43353716e+03 7.77496984e+10 1.68794031e+10 1.94283669e+07 2.87203548e+22 402
1.01400000e+07 6.62601289e+00 2.43351151e+03 7.77432789e+10 1.68793481e+10 1.94283669e+07 2.91655428e+22 402
1.01920000e+07 6.62598117e+00 2.43348574e+03 7.77368264e+10 1.68792928e+10 1.94283669e+07 2.96153064e+22 402
