#radius[cm] density[g/cm^3] temperature[K] pressure[dyne/cm^2] sp.energy[erg/g] sp.entropy[erg/g/K] menclosed[g] matID
3.14613333e+07 1.19677245e+01 5.49962334e+03 3.07559585e+12 7.27536458e+10 1.81580049e+07 1.57672750e+24 402
3.16579667e+07 1.19674987e+01 5.49948421e+03 3.07534892e+12 7.27488059e+10 1.81580049e+07 1.60636521e+24 402
3.18546000e+07 1.19672716e+01 5.49934421e+03 3.07510044e+12 7.27439357e+10 1.81580049e+07 1.63637166e+24 402
3.20512333e+07 1.19670430e+01 5.49920335e+03 3.07485042e+12 7.27390353e+10 1.81580049e+07 1.66674914e+24 402
3.22478667e+07 1.19668130e+01 5.49906161e+03 3.07459886e+12 7.27341048e+10 1.81580049e+07 1.69749989e+24 402
3.24445000e+07 1.19665816e+01 5.49891901e+03 3.07434576e+12 7.27291440e+10 1.81580049e+07 1.72862621e+24 402
3.26411333e+07 1.19663488e+01 5.49877554e+03 3.07409113e+12 7.27241531e+10 1.81580049e+07 1.76013034e+24 402
3.28377667e+07 1.19661146e+01 5.49863121e+03 3.07383495e+12 7.27191320e+10 1.81580049e+07 1.79201457e+24 402
3.30344000e+07 1.19658790e+01 5.49848600e+03 3.07357723e+12 7.27140807e+10 1.81580049e+07 1.82428116e+24 402
3.32310333e+07 1.19656419e+01 5.49833993e+03 3.07331797e+12 7.27089993e+10 1.81580049e+07 1.85693237e+24 402
3.34276667e+07 1.19654035e+01 5.49819299e+03 3.07305718e+12 7.27038876e+10 1.81580049e+07 1.88997047e+24 402
3.36243000e+07 1.19651636e+01 5.49804519e+03 3.07279484e+12 7.26987458e+10 1.81580049e+07 1.92339774e+24 402
3.38209333e+07 1.19649224e+01 5.49789651e+03 3.07253096e+12 7.26935738e+10 1.81580049e+07 1.95721643e+24 402
3.40175667e+07 1.19646797e+01 5.49774697e+03 3.07226555e+12 7.26883717e+10 1.81580049e+07 1.99142882e+24 402
3.42142000e+07 1.19644357e+01 5.49759657e+03 3.07199859e+12 7.26831394e+10 1.81580049e+07 2.02603717e+24 402
3.44108333e+07 1.19641902e+01 5.49744529e+03 3.07173010e+12 7.26778769e+10 1.81580049e+07 2.06104374e+24 402
3.46074667e+07 1.19639433e+01 5.49729315e+03 3.07146007e+12 7.26725843e+10 1.81580049e+07 2.09645081e+24 402
3.48041000e+07 1.19636950e+01 5.49714014e+03 3.07118850e+12 7.26672615e+10 1.81580049e+07 2.13226063e+24 402
3.50007333e+07 1.19634453e+01 5.49698627e+03 3.07091539e+12 7.26619085e+10 1.81580049e+07 2.16847547e+24 402
3.51973667e+07 1.19631942e+01 5.49683153e+03 3.07064075e+12 7.26565255e+10 1.81580049e+07 2.20509760e+24 402
3.53940000e+07 1.19629417e+01 5.49667592e+03 3.07036456e+12 7.26511122e+10 1.81580049e+07 2.24212929e+24 402
3.55906333e+07 1.19626878e+01 5.49651944e+03 3.07008684e+12 7.26456689e+10 1.81580049e+07 2.27957279e+24 402
3.57872667e+07 1.19624325e+01 5.49636210e+03 3.06980758e+12 7.26401954e+10 1.81580049e+07 2.31743037e+24 402
3.59839000e+07 1.19621758e+01 5.49620390e+03 3.06952678e+12 7.26346917e+10 1.81580049e+07 2.35570429e+24 402
3.61805333e+07 1.19619177e+01 5.49604482e+03 3.06924445e+12 7.26291579e+10 1.81580049e+07 2.39439682e+24 402
3.63771667e+07 1.19616581e+01 5.49588488e+03 3.06896058e+12 7.26235940e+10 1.81580049e+07 2.43351022e+24 402
3.65738000e+07 1.19613972e+01 5.49572408e+03 3.06867517e+12 7.26180000e+10 1.81580049e+07 2.47304675e+24 402
3.67704333e+07 1.19611349e+01 5.49556241e+03 3.06838822e+12 7.26123759e+10 1.81580049e+07 2.51300867e+24 402
3.69670667e+07 1.19608711e+01 5.49539987e+03 3.06809974e+12 7.26067216e+10 1.81580049e+07 2.55339826e+24 402
3.71637000e+07 1.19606060e+01 5.49523647e+03 3.06780972e+12 7.26010372e+10 1.81580049e+07 2.59421776e+24 402
3.73603333e+07 1.19603394e+01 5.49507220e+03 3.06751817e+12 7.25953227e+10 1.81580049e+07 2.63546944e+24 402
3.75569667e+07 1.19600714e+01 5.49490706e+03 3.06722508e+12 7.25895781e+10 1.81580049e+07 2.67715557e+24 402
3.77536000e+07 1.19598021e+01 5.49474106e+03 3.06693045e+12 7.25838033e+10 1.81580049e+07 2.71927839e+24 402
3.79502333e+07 1.19595313e+01 5.49457420e+03 3.06663428e+12 7.25779985e+10 1.81580049e+07 2.76184019e+24 402
3.81468667e+07 1.19592591e+01 5.49440647e+03 3.06633658e+12 7.25721636e+10 1.81580049e+07 2.80484320e+24 402
3.83435000e+07 1.19589855e+01 5.49423787e+03 3.06603735e+12 7.25662986e+10 1.81580049e+07 2.84828970e+24 402
3.85401333e+07 1.19587106e+01 5.49406841e+03 3.06573658e+12 7.25604034e+10 1.81580049e+07 2.89218194e+24 402
3.87367667e+07 1.19584342e+01 5.49389809e+03 3.06543427e+12 7.25544782e+10 1.81580049e+07 2.93652219e+24 402
3.89334000e+07 1.19581564e+01 5.49372690e+03 3.06513043e+12 7.25485229e+10 1.81580049e+07 2.98131270e+24 402
3.91300333e+07 1.19578772e+01 5.49355484e+03 3.06482506e+12 7.25425376e+10 1.81580049e+07 3.02655573e+24 402
3.93266667e+07 1.19575966e+01 5.49338192e+03 3.06451815e+12 7.25365221e+10 1.81580049e+07 3.07225353e+24 402
3.95233000e+07 1.19573146e+01 5.49320814e+03 3.06420970e+12 7.25304766e+10 1.81580049e+07 3.11840838e+24 402
3.97199333e+07 1.19570312e+01 5.49303349e+03 3.06389972e+12 7.25244009e+10 1.81580049e+07 3.16502252e+24 402
3.99165667e+07 1.19567464e+01 5.49285797e+03 3.06358821e+12 7.25182953e+10 1.81580049e+07 3.21209821e+24 402
4.01132000e+07 1.19564602e+01 5.49268160e+03 3.06327516e+12 7.25121595e+10 1.81580049e+07 3.25963772e+24 402
4.03098333e+07 1.19561726e+01 5.49250436e+03 3.06296058e+12 7.25059937e+10 1.81580049e+07 3.30764329e+24 402
4.05064667e+07 1.19558836e+01 5.49232625e+03 3.06264447e+12 7.24997978e+10 1.81580049e+07 3.35611718e+24 402
4.07031000e+07 1.19555932e+01 5.49214728e+03 3.06232682e+12 7.24935719e+10 1.81580049e+07 3.40506165e+24 402
4.08997333e+07 1.19553013e+01 5.49196745e+03 3.06200764e+12 7.24873159e+10 1.81580049e+07 3.45447896e+24 402
4.10963667e+07 1.19550081e+01 5.49178675e+03 3.06168692e+12 7.24810299e+10 1.81580049e+07 3.50437136e+24 402
4.12930000e+07 1.19547135e+01 5.49160519e+03 3.06136467e+12 7.24747138e+10 1.81580049e+07 3.55474111e+24 402
